#{"t_start": 1753633972.2405934, "env_id": "None"}
r,l,t
163.0,30,35.445043
163.0,30,35.492575
57.0,2,35.494276
59.0,3,35.500755
187.0,30,35.548787
139.0,30,35.593821
192.0,30,35.637408
59.0,3,35.645769
58.0,4,35.650128
155.0,30,35.700553
179.0,30,35.759326
57.0,5,35.780276
163.0,30,35.848552
57.0,5,35.859096
58.0,4,35.868943
192.0,30,35.936801
139.0,30,36.041045
192.0,30,36.123477
179.0,30,36.172813
147.0,30,36.222936
58.0,4,36.231199
59.0,3,36.237895
59.0,3,36.24048
192.0,30,36.289977
58.0,4,36.297554
179.0,30,36.345701
166.0,30,36.393884
163.0,30,36.440278
179.0,30,36.489084
59.0,3,36.495549
59.0,3,36.498027
155.0,30,36.546665
187.0,30,36.594331
58.0,4,36.601655
163.0,30,36.662351
147.0,30,36.715817
59.0,3,36.721097
155.0,30,36.769788
57.0,2,36.771605
59.0,3,36.778368
50.0,1,36.779328
57.0,5,36.787536
192.0,30,36.837387
59.0,3,36.839994
147.0,30,36.894732
179.0,30,36.94522
179.0,30,37.002994
192.0,30,37.05137
57.0,2,37.057102
192.0,30,37.11133
187.0,30,37.158272
163.0,30,37.206939
192.0,30,37.249333
59.0,3,37.251431
57.0,5,37.258494
179.0,30,37.309556
192.0,30,37.358243
147.0,30,37.407096
171.0,30,37.454204
187.0,30,37.501385
58.0,4,37.509645
50.0,1,37.510641
187.0,30,37.56296
131.0,30,37.615718
147.0,30,37.668624
59.0,3,37.675739
155.0,30,37.721813
57.0,2,37.723285
187.0,30,37.770279
158.0,30,37.825814
171.0,30,37.871228
192.0,30,37.919577
58.0,4,37.927134
123.0,30,37.974787
58.0,4,37.982313
78.0,8,37.996459
192.0,30,38.044498
50.0,1,38.045461
57.0,2,38.047343
179.0,30,38.095579
187.0,30,38.144929
187.0,30,38.193166
171.0,30,38.234635
58.0,4,38.242038
58.0,4,38.249208
179.0,30,38.302938
171.0,30,38.372008
50.0,1,38.373381
59.0,3,38.381762
192.0,30,38.445085
52.0,10,38.466006
59.0,3,38.469354
155.0,30,38.559229
171.0,30,38.655572
171.0,30,38.728092
155.0,30,38.783991
155.0,30,38.835198
192.0,30,38.880279
58.0,4,38.88771
179.0,30,38.936957
187.0,30,38.985881
187.0,30,39.035625
171.0,30,39.08597
147.0,30,39.142181
179.0,30,39.188834
58.0,4,39.195853
155.0,30,39.239697
139.0,30,39.286398
163.0,30,39.33059
57.0,2,39.332088
187.0,30,39.380577
59.0,3,39.387705
171.0,30,39.435669
57.0,5,39.443939
192.0,30,39.491267
59.0,3,39.493859
59.0,3,39.500271
139.0,30,39.549878
179.0,30,39.604104
179.0,30,39.654178
192.0,30,39.708102
192.0,30,39.757602
155.0,30,39.806281
155.0,30,39.855148
192.0,30,39.905348
171.0,30,39.954357
192.0,30,40.00336
171.0,30,40.052508
179.0,30,40.10203
59.0,3,40.108667
187.0,30,40.153905
147.0,30,40.200202
155.0,30,40.246273
147.0,30,40.299676
179.0,30,40.350223
179.0,30,40.410792
171.0,30,40.462115
57.0,2,40.463973
57.0,2,40.465734
192.0,30,40.50953
179.0,30,40.550309
139.0,30,40.597784
59.0,3,40.603887
179.0,30,40.649951
59.0,3,40.658937
171.0,30,40.710062
155.0,30,40.802457
179.0,30,40.869749
171.0,30,40.963517
147.0,30,41.047708
50.0,1,41.048871
163.0,30,41.128803
171.0,30,41.176009
139.0,30,41.228673
147.0,30,41.277796
187.0,30,41.326104
147.0,30,41.380032
192.0,30,41.437036
171.0,30,41.502107
50.0,1,41.503062
179.0,30,41.560879
179.0,30,41.618744
187.0,30,41.677786
56.0,6,41.688479
57.0,5,41.699404
139.0,30,41.754926
147.0,30,41.809065
46.0,16,41.839293
59.0,3,41.846678
50.0,1,41.847649
171.0,30,41.897726
56.0,6,41.907871
179.0,30,41.958626
58.0,4,41.966146
52.0,10,41.983112
50.0,1,41.984075
131.0,30,42.03585
59.0,3,42.043162
187.0,30,42.095677
179.0,30,42.14501
58.0,4,42.152935
49.0,13,42.172627
171.0,30,42.227515
192.0,30,42.272384
192.0,30,42.329098
192.0,30,42.377564
187.0,30,42.427024
171.0,30,42.475743
53.0,9,42.49152
58.0,4,42.498342
171.0,30,42.541218
171.0,30,42.590357
50.0,1,42.59129
179.0,30,42.639369
155.0,30,42.692326
59.0,3,42.699201
147.0,30,42.743573
58.0,4,42.749377
192.0,30,42.797021
171.0,30,42.846099
53.0,9,42.857701
187.0,30,42.915519
171.0,30,42.968916
147.0,30,43.019087
155.0,30,43.066774
48.0,14,43.090407
187.0,30,43.14649
171.0,30,43.224451
192.0,30,43.292025
50.0,1,43.293193
58.0,4,43.302308
147.0,30,43.36477
192.0,30,43.44152
171.0,30,43.54983
58.0,4,43.563355
52.0,10,43.582625
163.0,30,43.629778
155.0,30,43.680793
171.0,30,43.733953
192.0,30,43.78613
59.0,3,43.792601
187.0,30,43.836974
139.0,30,43.883499
171.0,30,43.930998
192.0,30,43.981146
155.0,30,44.033563
192.0,30,44.083874
192.0,30,44.138419
58.0,4,44.14199
46.0,16,44.171147
179.0,30,44.212843
187.0,30,44.259816
50.0,1,44.260831
187.0,30,44.310217
179.0,30,44.358637
57.0,2,44.360402
179.0,30,44.409278
179.0,30,44.459219
123.0,19,44.491074
171.0,30,44.539987
50.0,1,44.540956
58.0,4,44.548617
57.0,2,44.550275
147.0,30,44.594007
48.0,14,44.616504
59.0,3,44.62332
163.0,30,44.678239
155.0,30,44.729547
163.0,30,44.777709
131.0,30,44.826552
187.0,30,44.875485
171.0,30,44.930883
155.0,30,44.983106
147.0,30,45.030629
187.0,30,45.076754
179.0,30,45.126643
187.0,30,45.173469
187.0,30,45.221414
192.0,30,45.271654
192.0,30,45.320091
171.0,30,45.368331
171.0,30,45.416834
163.0,30,45.46368
171.0,30,45.51181
171.0,30,45.559502
192.0,30,45.607516
52.0,10,45.6235
58.0,4,45.630789
147.0,30,45.68555
179.0,30,45.780656
139.0,30,45.855212
171.0,30,45.968648
179.0,30,46.04927
171.0,30,46.100859
50.0,1,46.101694
54.0,8,46.112662
187.0,30,46.159587
59.0,3,46.164859
171.0,30,46.213341
147.0,30,46.261684
59.0,3,46.268013
192.0,30,46.313411
139.0,30,46.362443
50.0,12,46.380072
53.0,9,46.39618
192.0,30,46.44524
163.0,30,46.494303
179.0,30,46.543915
50.0,1,46.545205
58.0,4,46.553545
192.0,30,46.604358
57.0,2,46.606105
171.0,30,46.651429
163.0,30,46.699571
147.0,30,46.754897
155.0,30,46.803523
147.0,30,46.851889
54.0,8,46.866445
187.0,30,46.915284
163.0,30,46.963465
155.0,30,47.011879
163.0,30,47.056602
59.0,3,47.059131
192.0,30,47.108122
50.0,1,47.113191
58.0,4,47.116465
53.0,9,47.131748
155.0,30,47.178876
139.0,30,47.231145
46.0,16,47.256446
187.0,30,47.30297
187.0,30,47.351175
147.0,30,47.397878
50.0,1,47.402749
171.0,30,47.450496
163.0,30,47.497608
57.0,2,47.499348
171.0,30,47.556397
155.0,30,47.606762
55.0,7,47.616488
171.0,30,47.667089
155.0,30,47.724192
139.0,30,47.775045
163.0,30,47.824474
163.0,30,47.873703
58.0,4,47.881031
179.0,30,47.929726
139.0,30,47.976961
59.0,3,47.983698
187.0,30,48.030544
171.0,30,48.075741
187.0,30,48.124325
187.0,30,48.347038
57.0,2,48.349144
187.0,30,48.440135
179.0,30,48.543278
171.0,30,48.596433
54.0,8,48.611643
59.0,3,48.614253
147.0,30,48.674569
57.0,2,48.681375
171.0,30,48.73053
192.0,30,48.773939
58.0,4,48.781194
59.0,3,48.783687
57.0,2,48.789674
163.0,30,48.839337
187.0,30,48.880425
57.0,5,48.888716
50.0,1,48.889734
55.0,7,48.900665
171.0,30,48.951554
59.0,3,48.958526
58.0,4,48.966986
57.0,2,48.96909
139.0,30,49.024525
59.0,3,49.031824
59.0,3,49.034556
179.0,30,49.085635
192.0,30,49.138508
57.0,2,49.144339
155.0,30,49.192886
139.0,30,49.243678
179.0,30,49.294496
171.0,30,49.346875
139.0,30,49.397314
192.0,30,49.446332
179.0,30,49.50261
179.0,30,49.545805
58.0,4,49.549095
59.0,3,49.555416
163.0,30,49.604086
57.0,2,49.606088
179.0,30,49.6521
179.0,30,49.708614
58.0,4,49.716119
50.0,1,49.717086
192.0,30,49.766129
139.0,30,49.816323
192.0,30,49.86702
147.0,30,49.915761
171.0,30,49.964639
179.0,30,50.016371
57.0,2,50.022262
171.0,30,50.069629
179.0,30,50.117566
192.0,30,50.166177
56.0,6,50.175037
187.0,30,50.222354
171.0,30,50.272876
179.0,30,50.330047
171.0,30,50.379889
155.0,30,50.428473
187.0,30,50.474323
171.0,30,50.686025
56.0,6,50.722277
58.0,4,50.731627
179.0,30,50.821294
147.0,30,50.892154
171.0,30,50.937442
192.0,30,50.986918
58.0,4,50.994619
187.0,30,51.044107
192.0,30,51.091989
58.0,4,51.098861
58.0,4,51.10238
163.0,30,51.149808
187.0,30,51.196839
56.0,6,51.210693
155.0,30,51.258307
192.0,30,51.308245
58.0,4,51.311653
147.0,30,51.360906
187.0,30,51.41677
192.0,30,51.461366
50.0,1,51.466354
179.0,30,51.514328
192.0,30,51.556435
171.0,30,51.598056
192.0,30,51.64627
171.0,30,51.705183
139.0,30,51.752938
139.0,30,51.800162
179.0,30,51.849431
58.0,4,51.85279
57.0,5,51.860588
179.0,30,51.905806
171.0,30,51.948125
171.0,30,51.988748
58.0,4,51.99478
54.0,8,52.006612
179.0,30,52.053007
171.0,30,52.096906
171.0,30,52.150506
50.0,1,52.151471
187.0,30,52.200778
171.0,30,52.249848
179.0,30,52.298002
179.0,30,52.354776
57.0,2,52.356825
59.0,3,52.36381
50.0,1,52.364702
192.0,30,52.411677
56.0,6,52.419406
171.0,30,52.466832
57.0,5,52.4748
57.0,2,52.481142
56.0,6,52.490092
179.0,30,52.53861
56.0,6,52.547748
163.0,30,52.596364
171.0,30,52.647021
171.0,30,52.697823
55.0,7,52.714306
187.0,30,52.767143
171.0,30,52.812595
192.0,30,52.862929
171.0,30,52.902328
147.0,30,52.948069
58.0,4,52.951377
50.0,1,52.957224
179.0,30,53.017555
55.0,7,53.028762
179.0,30,53.190356
57.0,5,53.200498
155.0,30,53.281021
139.0,30,53.374475
187.0,30,53.44209
179.0,30,53.490233
59.0,3,53.496999
171.0,30,53.546751
56.0,6,53.556895
171.0,30,53.605549
179.0,30,53.654086
179.0,30,53.70641
179.0,30,53.757946
163.0,30,53.810346
131.0,30,53.859818
179.0,30,53.906602
139.0,30,53.953196
147.0,30,54.006276
56.0,6,54.019724
59.0,3,54.026535
192.0,30,54.078648
192.0,30,54.131907
171.0,30,54.179421
171.0,30,54.222538
179.0,30,54.262815
163.0,30,54.307694
171.0,30,54.354612
59.0,3,54.357593
192.0,30,54.406811
50.0,1,54.407667
155.0,30,54.451034
192.0,30,54.503077
171.0,30,54.55018
187.0,30,54.595507
171.0,30,54.644539
59.0,3,54.6522
59.0,3,54.659969
171.0,30,54.710346
59.0,3,54.71327
57.0,2,54.717969
187.0,30,54.764055
163.0,30,54.819233
59.0,3,54.823714
56.0,6,54.833925
139.0,30,54.88241
57.0,2,54.888153
57.0,2,54.88991
179.0,30,54.938479
171.0,30,54.986438
147.0,30,55.032207
171.0,30,55.080652
187.0,30,55.12331
57.0,2,55.127996
171.0,30,55.169409
192.0,30,55.21768
163.0,30,55.26178
179.0,30,55.30439
187.0,30,55.355958
187.0,30,55.401441
179.0,30,55.446858
163.0,30,55.494715
147.0,30,55.548413
187.0,30,55.656115
59.0,3,55.660145
171.0,30,55.795961
58.0,4,55.803967
171.0,30,55.925693
163.0,30,55.972337
57.0,5,55.98132
163.0,30,56.031001
192.0,30,56.073614
179.0,30,56.120501
179.0,30,56.168037
187.0,30,56.217857
192.0,30,56.294465
192.0,30,56.349201
58.0,4,56.356616
179.0,30,56.405759
50.0,1,56.406733
192.0,30,56.454851
192.0,30,56.504897
50.0,1,56.505903
147.0,30,56.556182
179.0,30,56.603857
59.0,3,56.609297
179.0,30,56.657161
139.0,30,56.716764
179.0,30,56.764968
187.0,30,56.815246
58.0,4,56.828746
179.0,30,56.877063
171.0,30,56.927749
187.0,30,56.97683
171.0,30,57.024973
179.0,30,57.073609
192.0,30,57.124917
59.0,3,57.127518
171.0,30,57.177603
179.0,30,57.227905
147.0,30,57.275305
56.0,6,57.282491
179.0,30,57.327798
57.0,5,57.337465
179.0,30,57.38705
155.0,30,57.434579
59.0,3,57.441224
192.0,30,57.488458
179.0,30,57.544693
171.0,30,57.594241
54.0,8,57.608542
52.0,10,57.623844
179.0,30,57.67603
179.0,30,57.723467
57.0,2,57.725227
187.0,30,57.768192
55.0,7,57.776111
147.0,30,57.817525
187.0,30,57.954128
57.0,2,57.961687
56.0,6,57.97508
187.0,30,58.044106
187.0,30,58.127747
179.0,30,58.198914
57.0,5,58.210588
57.0,2,58.212601
50.0,1,58.218428
139.0,30,58.270005
57.0,2,58.272441
58.0,4,58.281624
59.0,3,58.284376
139.0,30,58.342632
179.0,30,58.388827
54.0,8,58.404754
179.0,30,58.45548
171.0,30,58.515745
50.0,1,58.516693
192.0,30,58.567084
59.0,3,58.573481
58.0,4,58.580769
57.0,2,58.582535
187.0,30,58.628498
187.0,30,58.683556
50.0,1,58.684419
179.0,30,58.725932
192.0,30,58.775187
187.0,30,58.823144
171.0,30,58.874409
171.0,30,58.923864
187.0,30,58.973814
171.0,30,59.022135
163.0,30,59.063262
58.0,4,59.070542
163.0,30,59.115968
187.0,30,59.165452
58.0,4,59.173066
58.0,4,59.180679
192.0,30,59.223778
192.0,30,59.268131
187.0,30,59.324637
187.0,30,59.375265
155.0,30,59.421595
57.0,5,59.43009
171.0,30,59.479298
179.0,30,59.527279
163.0,30,59.576155
58.0,4,59.579515
179.0,30,59.627723
58.0,4,59.635673
187.0,30,59.689145
187.0,30,59.735766
163.0,30,59.78299
155.0,30,59.831049
192.0,30,59.877169
147.0,30,59.917447
187.0,30,59.963347
139.0,30,60.013438
187.0,30,60.062569
171.0,30,60.109816
192.0,30,60.160556
58.0,4,60.167145
56.0,6,60.176184
179.0,30,60.218863
179.0,30,60.268449
163.0,30,60.316064
57.0,2,60.321798
131.0,30,60.594715
56.0,6,60.604299
192.0,30,60.711464
57.0,2,60.71347
187.0,30,60.76228
51.0,11,60.779852
187.0,30,60.828377
171.0,30,60.876764
171.0,30,60.924758
192.0,30,60.971553
179.0,30,61.022395
163.0,30,61.072038
155.0,30,61.119328
192.0,30,61.166121
50.0,1,61.171215
179.0,30,61.223218
187.0,30,61.27347
187.0,30,61.32448
192.0,30,61.377618
187.0,30,61.42181
155.0,30,61.47104
171.0,30,61.515058
139.0,30,61.559446
50.0,1,61.560281
171.0,30,61.603982
155.0,30,61.651317
171.0,30,61.705401
171.0,30,61.754575
58.0,4,61.762108
59.0,3,61.764695
192.0,30,61.813086
179.0,30,61.861045
179.0,30,61.90655
187.0,30,61.950832
59.0,3,61.956966
187.0,30,62.007192
187.0,30,62.055584
147.0,30,62.101898
58.0,4,62.109449
147.0,30,62.15711
171.0,30,62.206879
58.0,4,62.210298
139.0,30,62.259399
50.0,1,62.265117
179.0,30,62.316431
192.0,30,62.368173
179.0,30,62.418396
59.0,3,62.421264
192.0,30,62.471428
58.0,4,62.478921
179.0,30,62.530596
155.0,30,62.578596
59.0,3,62.585836
179.0,30,62.644662
59.0,3,62.647949
58.0,4,62.656352
57.0,2,62.658231
192.0,30,62.718004
171.0,30,62.769164
139.0,30,62.824636
58.0,4,62.832401
57.0,2,62.839003
59.0,3,62.841791
59.0,3,62.848626
57.0,2,62.850348
57.0,2,62.86197
187.0,30,62.912018
139.0,30,63.053974
163.0,30,63.131492
57.0,5,63.14656
187.0,30,63.268339
55.0,7,63.344081
59.0,3,63.352281
171.0,30,63.412251
139.0,30,63.474414
155.0,30,63.535759
57.0,5,63.544396
187.0,30,63.600686
171.0,30,63.655939
171.0,30,63.715585
171.0,30,63.769743
179.0,30,63.819764
171.0,30,63.876286
139.0,30,63.92758
163.0,30,63.979417
171.0,30,64.039392
179.0,30,64.094792
179.0,30,64.145375
187.0,30,64.196121
58.0,4,64.199701
139.0,30,64.24931
163.0,30,64.2931
179.0,30,64.340663
171.0,30,64.393334
58.0,4,64.402407
192.0,30,64.46003
171.0,30,64.513097
192.0,30,64.561674
54.0,8,64.577086
179.0,30,64.628202
48.0,14,64.653568
192.0,30,64.709284
58.0,4,64.712734
179.0,30,64.762912
155.0,30,64.812161
171.0,30,64.86528
179.0,30,64.922136
57.0,2,64.927396
59.0,3,64.929634
171.0,30,64.974933
50.0,1,64.980132
179.0,30,65.034252
171.0,30,65.083411
171.0,30,65.132033
192.0,30,65.178649
50.0,1,65.179484
179.0,30,65.229512
179.0,30,65.275424
58.0,4,65.283171
155.0,30,65.332731
171.0,30,65.415485
171.0,30,65.59529
179.0,30,65.682798
179.0,30,65.79824
59.0,3,65.80086
155.0,30,65.849233
171.0,30,65.896739
171.0,30,65.945191
171.0,30,66.000673
179.0,30,66.05154
192.0,30,66.101989
55.0,7,66.115891
57.0,2,66.11775
58.0,4,66.125773
57.0,2,66.127499
171.0,30,66.176891
171.0,30,66.225265
192.0,30,66.276602
55.0,7,66.290671
50.0,1,66.291646
179.0,30,66.339471
179.0,30,66.393034
55.0,7,66.403177
171.0,30,66.457371
155.0,30,66.50796
56.0,6,66.516908
187.0,30,66.562939
192.0,30,66.641285
56.0,6,66.656739
50.0,1,66.65794
56.0,6,66.668259
57.0,2,66.670011
56.0,6,66.683356
147.0,30,66.738998
50.0,1,66.740095
179.0,30,66.789177
163.0,30,66.839065
57.0,5,66.847054
179.0,30,66.902755
50.0,1,66.903746
57.0,2,66.905469
50.0,1,66.910742
171.0,30,66.962669
187.0,30,67.013457
131.0,30,67.062986
163.0,30,67.115651
57.0,2,67.117445
57.0,5,67.126518
171.0,30,67.173371
192.0,30,67.218732
58.0,4,67.225847
192.0,30,67.269446
56.0,6,67.278059
155.0,30,67.329005
187.0,30,67.381929
139.0,30,67.430748
192.0,30,67.480009
192.0,30,67.525307
55.0,7,67.535394
171.0,30,67.585637
171.0,30,67.634342
139.0,30,67.68544
54.0,8,67.710111
59.0,3,67.718973
59.0,3,67.726813
187.0,30,67.773994
50.0,1,67.775121
179.0,30,67.823788
187.0,30,67.878434
171.0,30,67.920357
50.0,1,67.92522
179.0,30,67.974647
57.0,2,67.976447
58.0,4,67.983797
57.0,5,67.999699
187.0,30,68.139547
55.0,7,68.15208
57.0,2,68.16316
57.0,2,68.165599
179.0,30,68.24712
155.0,30,68.331157
187.0,30,68.401313
187.0,30,68.458931
171.0,30,68.510581
59.0,3,68.517324
147.0,30,68.565807
56.0,6,68.574845
171.0,30,68.625154
50.0,1,68.626179
171.0,30,68.676229
187.0,30,68.730922
50.0,1,68.731949
155.0,30,68.786518
139.0,30,68.833968
57.0,2,68.839413
179.0,30,68.884497
55.0,7,68.894392
179.0,30,68.940066
179.0,30,68.981568
147.0,30,69.03348
192.0,30,69.085614
55.0,7,69.096334
163.0,30,69.148968
139.0,30,69.198049
171.0,30,69.247674
179.0,30,69.2966
58.0,4,69.302735
187.0,30,69.352036
50.0,1,69.353011
179.0,30,69.402279
171.0,30,69.452606
187.0,30,69.506075
147.0,30,69.555542
57.0,2,69.566645
57.0,2,69.568418
192.0,30,69.621376
155.0,30,69.672079
171.0,30,69.726222
139.0,30,69.779234
187.0,30,69.827961
187.0,30,69.874831
55.0,7,69.889077
192.0,30,69.939172
55.0,7,69.950248
139.0,30,70.003353
171.0,30,70.055106
57.0,5,70.063592
179.0,30,70.114929
179.0,30,70.162624
171.0,30,70.206981
58.0,4,70.214457
192.0,30,70.261895
155.0,30,70.315056
171.0,30,70.364988
163.0,30,70.419051
192.0,30,70.473298
179.0,30,70.521636
192.0,30,70.569862
171.0,30,70.779658
192.0,30,70.89913
57.0,2,70.901165
192.0,30,70.997053
50.0,1,70.998538
171.0,30,71.045773
58.0,4,71.053082
59.0,3,71.060055
163.0,30,71.10697
139.0,30,71.153406
155.0,30,71.201007
55.0,7,71.209603
192.0,30,71.257832
187.0,30,71.306822
59.0,3,71.313929
56.0,6,71.323315
179.0,30,71.369231
50.0,1,71.37046
171.0,30,71.421529
179.0,30,71.471177
163.0,30,71.528842
57.0,5,71.537069
171.0,30,71.586326
155.0,30,71.636021
139.0,30,71.683664
147.0,30,71.728972
131.0,30,71.781165
171.0,30,71.827138
171.0,30,71.874465
179.0,30,71.923007
192.0,30,71.975881
171.0,30,72.028915
187.0,30,72.07659
187.0,30,72.121013
171.0,30,72.169455
179.0,30,72.222501
50.0,1,72.22335
57.0,2,72.229262
171.0,30,72.278794
57.0,5,72.287053
171.0,30,72.345863
179.0,30,72.397286
56.0,6,72.406306
58.0,4,72.414004
187.0,30,72.465366
155.0,30,72.515147
187.0,30,72.561784
55.0,7,72.570532
163.0,30,72.619384
187.0,30,72.667933
139.0,30,72.718547
192.0,30,72.773526
58.0,4,72.781212
55.0,7,72.790824
59.0,3,72.797388
50.0,1,72.798342
187.0,30,72.844606
55.0,7,72.857942
55.0,7,72.868041
55.0,7,72.878489
179.0,30,72.929568
192.0,30,72.979642
139.0,30,73.028852
187.0,30,73.076199
187.0,30,73.122382
187.0,30,73.184838
55.0,7,73.226145
56.0,6,73.237417
57.0,5,73.248035
57.0,2,73.250238
147.0,30,73.319407
171.0,30,73.516715
171.0,30,73.590028
139.0,30,73.63659
55.0,7,73.649028
139.0,30,73.690836
171.0,30,73.742458
57.0,5,73.750649
155.0,30,73.801868
139.0,30,73.850147
57.0,2,73.851879
187.0,30,73.898467
155.0,30,73.947433
57.0,5,73.956462
171.0,30,74.007061
171.0,30,74.055862
171.0,30,74.101984
163.0,30,74.150349
58.0,4,74.158038
179.0,30,74.213573
163.0,30,74.265208
163.0,30,74.313771
192.0,30,74.363345
50.0,1,74.364143
171.0,30,74.40501
57.0,5,74.411999
56.0,6,74.4209
179.0,30,74.465476
57.0,2,74.472492
56.0,6,74.482229
187.0,30,74.533931
179.0,30,74.583888
171.0,30,74.636485
171.0,30,74.686223
171.0,30,74.736426
51.0,11,74.755257
192.0,30,74.805919
179.0,30,74.853263
192.0,30,74.901713
187.0,30,74.950281
59.0,3,74.956891
58.0,4,74.964336
50.0,1,74.965284
155.0,30,75.013595
55.0,7,75.023273
171.0,30,75.078676
155.0,30,75.129008
192.0,30,75.176926
187.0,30,75.225314
192.0,30,75.270618
171.0,30,75.319825
58.0,4,75.327089
163.0,30,75.373109
171.0,30,75.420982
54.0,8,75.432974
187.0,30,75.48081
192.0,30,75.522585
139.0,30,75.596553
192.0,30,75.661853
179.0,30,75.743657
139.0,30,75.81555
155.0,30,75.911542
179.0,30,75.96441
50.0,1,75.965401
56.0,6,75.974388
57.0,2,75.976134
187.0,30,76.033399
57.0,2,76.03978
171.0,30,76.089943
171.0,30,76.139895
171.0,30,76.189147
56.0,6,76.198236
57.0,5,76.206297
58.0,4,76.213438
50.0,1,76.214367
50.0,1,76.215233
187.0,30,76.25797
55.0,7,76.270051
139.0,30,76.313218
179.0,30,76.357951
171.0,30,76.408369
192.0,30,76.4563
171.0,30,76.5061
171.0,30,76.549507
59.0,3,76.551705
57.0,5,76.558993
179.0,30,76.609483
59.0,3,76.616219
50.0,1,76.617145
179.0,30,76.661127
58.0,4,76.667252
192.0,30,76.715048
192.0,30,76.76773
187.0,30,76.824216
57.0,2,76.826183
179.0,30,76.871545
187.0,30,76.91179
192.0,30,76.958684
179.0,30,77.007989
59.0,3,77.015328
179.0,30,77.064357
171.0,30,77.112695
50.0,1,77.113659
179.0,30,77.16895
139.0,30,77.217844
171.0,30,77.2621
179.0,30,77.309013
192.0,30,77.360448
187.0,30,77.405983
187.0,30,77.454003
171.0,30,77.503047
187.0,30,77.550044
57.0,2,77.551762
139.0,30,77.606249
57.0,2,77.612334
187.0,30,77.658585
187.0,30,77.700753
56.0,6,77.709707
179.0,30,77.759307
179.0,30,77.803234
57.0,2,77.804702
50.0,1,77.809013
192.0,30,77.854374
187.0,30,77.902563
57.0,2,77.904348
192.0,30,78.180147
155.0,30,78.29594
163.0,30,78.368384
56.0,6,78.379061
179.0,30,78.434949
59.0,3,78.442702
187.0,30,78.495711
192.0,30,78.549958
55.0,7,78.559423
58.0,4,78.5659
50.0,1,78.566869
179.0,30,78.613064
55.0,7,78.636311
192.0,30,78.683882
192.0,30,78.73902
155.0,30,78.792644
55.0,7,78.802243
171.0,30,78.852468
147.0,30,78.903476
50.0,1,78.904506
147.0,30,78.955895
57.0,2,78.961999
115.0,30,79.012176
139.0,30,79.06153
59.0,3,79.064036
57.0,5,79.072439
59.0,3,79.078731
58.0,4,79.08592
171.0,30,79.128602
179.0,30,79.172998
171.0,30,79.225355
187.0,30,79.277337
58.0,4,79.28076
57.0,2,79.285643
192.0,30,79.334105
179.0,30,79.384816
192.0,30,79.440056
171.0,30,79.493506
59.0,3,79.496164
171.0,30,79.54787
163.0,30,79.606834
163.0,30,79.657432
179.0,30,79.708545
171.0,30,79.768327
187.0,30,79.821485
58.0,4,79.829957
171.0,30,79.880755
192.0,30,79.932382
58.0,4,79.940379
139.0,30,79.994923
50.0,1,79.995968
56.0,6,80.006767
171.0,30,80.065696
179.0,30,80.116971
187.0,30,80.171099
171.0,30,80.223597
147.0,30,80.273081
179.0,30,80.329316
192.0,30,80.514525
50.0,1,80.527534
179.0,30,80.616895
179.0,30,80.719625
163.0,30,80.777471
179.0,30,80.827663
50.0,1,80.828676
187.0,30,80.874099
192.0,30,80.91929
179.0,30,80.968111
192.0,30,81.015363
147.0,30,81.063358
59.0,3,81.065885
192.0,30,81.118946
50.0,1,81.124062
179.0,30,81.173482
99.0,30,81.222959
171.0,30,81.273671
155.0,30,81.324455
171.0,30,81.376834
139.0,30,81.425818
163.0,30,81.474661
171.0,30,81.526917
187.0,30,81.583508
50.0,1,81.584567
179.0,30,81.634958
179.0,30,81.684726
147.0,30,81.737819
59.0,3,81.740301
147.0,30,81.793042
187.0,30,81.842919
171.0,30,81.896194
179.0,30,81.950309
50.0,1,81.954444
192.0,30,81.999872
171.0,30,82.049135
171.0,30,82.100617
59.0,3,82.103641
147.0,30,82.151614
59.0,3,82.157965
50.0,1,82.158857
59.0,3,82.165043
179.0,30,82.211643
171.0,30,82.258911
179.0,30,82.310932
171.0,30,82.361551
179.0,30,82.420068
58.0,4,82.423171
163.0,30,82.470333
171.0,30,82.521597
59.0,3,82.528186
139.0,30,82.578294
179.0,30,82.62692
179.0,30,82.675361
131.0,30,82.72556
59.0,3,82.73197
192.0,30,82.785526
171.0,30,82.837569
147.0,30,82.886894
192.0,30,82.950764
57.0,2,82.952994
179.0,30,83.014365
179.0,30,83.083361
57.0,5,83.096134
187.0,30,83.16675
57.0,2,83.168655
171.0,30,83.263296
58.0,4,83.274536
171.0,30,83.324208
187.0,30,83.382455
179.0,30,83.434157
192.0,30,83.481848
192.0,30,83.536993
50.0,1,83.537937
58.0,4,83.544854
55.0,7,83.55896
56.0,6,83.568709
163.0,30,83.625711
187.0,30,83.67439
57.0,2,83.67622
59.0,3,83.682749
59.0,3,83.685295
179.0,30,83.729099
171.0,30,83.78213
147.0,30,83.832219
187.0,30,83.881147
179.0,30,83.930854
171.0,30,83.981687
192.0,30,84.027668
163.0,30,84.077243
58.0,4,84.085619
187.0,30,84.132882
59.0,3,84.140284
58.0,4,84.147503
163.0,30,84.205916
187.0,30,84.253885
192.0,30,84.30229
59.0,3,84.30495
187.0,30,84.354698
50.0,1,84.355662
192.0,30,84.399705
192.0,30,84.456679
57.0,2,84.463504
192.0,30,84.519841
192.0,30,84.57826
187.0,30,84.626734
57.0,5,84.633513
147.0,30,84.680068
50.0,1,84.68105
179.0,30,84.726719
